zip,price,year,borough
10454,1895013.25,2014,Bronx
10455,2061543.77,2014,Bronx
10456,1611842.45,2014,Bronx
10457,2002304.27,2014,Bronx
10458,1744466.27,2014,Bronx
10459,919303.77,2014,Bronx
10460,1495976.73,2014,Bronx
10461,768216.99,2014,Bronx
10462,680469.4,2014,Bronx
10463,465266.84,2014,Bronx
10464,516111.89,2014,Bronx
10465,468534.11,2014,Bronx
10466,491716.23,2014,Bronx
10467,843412.59,2014,Bronx
10468,2023394.81,2014,Bronx
10469,448825.41,2014,Bronx
10470,632360.76,2014,Bronx
10471,463537.94,2014,Bronx
10472,563445.93,2014,Bronx
10473,397360.41,2014,Bronx
10474,2693212.0,2014,Bronx
10475,266333.35,2014,Bronx
11201,1761089.51,2014,Brooklyn
11203,583497.58,2014,Brooklyn
11204,882053.2,2014,Brooklyn
11205,1068629.77,2014,Brooklyn
11206,1736842.14,2014,Brooklyn
11207,439606.64,2014,Brooklyn
11208,478680.59,2014,Brooklyn
11209,626327.58,2014,Brooklyn
11210,630716.23,2014,Brooklyn
11211,1888943.08,2014,Brooklyn
11212,1146899.59,2014,Brooklyn
11213,998698.08,2014,Brooklyn
11214,821053.5,2014,Brooklyn
11215,1480286.43,2014,Brooklyn
11216,1058228.9,2014,Brooklyn
11217,1967516.31,2014,Brooklyn
11218,740630.41,2014,Brooklyn
11219,959700.37,2014,Brooklyn
11220,1000737.23,2014,Brooklyn
11221,854075.46,2014,Brooklyn
11222,2115007.55,2014,Brooklyn
11223,946226.34,2014,Brooklyn
11224,600237.4,2014,Brooklyn
11225,1115563.37,2014,Brooklyn
11226,1248951.32,2014,Brooklyn
11228,766436.11,2014,Brooklyn
11229,751876.33,2014,Brooklyn
11230,837810.07,2014,Brooklyn
11231,1905829.7,2014,Brooklyn
11232,1044437.24,2014,Brooklyn
11233,850146.94,2014,Brooklyn
11234,562400.05,2014,Brooklyn
11235,818157.42,2014,Brooklyn
11236,439682.45,2014,Brooklyn
11237,1280299.91,2014,Brooklyn
11238,1394031.63,2014,Brooklyn
11239,390557.5,2014,Brooklyn
11249,2962912.34,2014,Brooklyn
10001,10840595.69,2014,Manhattan
10002,1859802.81,2014,Manhattan
10003,1905040.57,2014,Manhattan
10004,9530348.99,2014,Manhattan
10005,1540664.81,2014,Manhattan
10006,8040227.55,2014,Manhattan
10007,6692879.55,2014,Manhattan
10009,30848968.06,2014,Manhattan
10010,4005636.43,2014,Manhattan
10011,3396797.84,2014,Manhattan
10012,8771813.53,2014,Manhattan
10013,4699935.75,2014,Manhattan
10014,3446416.02,2014,Manhattan
10016,2129857.91,2014,Manhattan
10017,2064457.0,2014,Manhattan
10018,19125899.17,2014,Manhattan
10019,2026572.65,2014,Manhattan
10021,2711331.77,2014,Manhattan
10022,6739425.51,2014,Manhattan
10023,2252171.71,2014,Manhattan
10024,2150034.33,2014,Manhattan
10025,1637148.74,2014,Manhattan
10026,1632504.49,2014,Manhattan
10027,1505184.77,2014,Manhattan
10028,3444594.85,2014,Manhattan
10029,4019259.17,2014,Manhattan
10030,1823390.28,2014,Manhattan
10031,1640544.97,2014,Manhattan
10032,2009885.47,2014,Manhattan
10033,1852542.04,2014,Manhattan
10034,990271.24,2014,Manhattan
10035,3845008.56,2014,Manhattan
10036,8769442.37,2014,Manhattan
10037,512411.15,2014,Manhattan
10038,10667465.85,2014,Manhattan
10039,1345174.16,2014,Manhattan
10040,1399667.6,2014,Manhattan
10044,6776702.69,2014,Manhattan
10065,4502261.04,2014,Manhattan
10069,2234564.81,2014,Manhattan
10075,2089174.9,2014,Manhattan
10128,2844009.2,2014,Manhattan
10129,2252838.67,2014,Manhattan
10280,1515358.15,2014,Manhattan
10282,1998333.33,2014,Manhattan
10463,1437993.43,2014,Manhattan
11001,459277.02,2014,Queens
11004,338502.89,2014,Queens
11005,524259.05,2014,Queens
11040,373703.12,2014,Queens
11101,3332491.28,2014,Queens
11102,1905060.37,2014,Queens
11103,1296364.52,2014,Queens
11104,879995.33,2014,Queens
11105,1100542.34,2014,Queens
11106,1399814.91,2014,Queens
11109,830081.13,2014,Queens
11354,825528.07,2014,Queens
11355,585611.75,2014,Queens
11356,673986.93,2014,Queens
11357,629385.59,2014,Queens
11358,826367.94,2014,Queens
11360,494550.55,2014,Queens
11361,729179.0,2014,Queens
11362,508456.55,2014,Queens
11363,716236.76,2014,Queens
11364,457583.87,2014,Queens
11365,660882.05,2014,Queens
11366,739433.32,2014,Queens
11367,776788.13,2014,Queens
11368,676947.15,2014,Queens
11369,580984.26,2014,Queens
11370,648766.4,2014,Queens
11372,414336.64,2014,Queens
11373,852958.63,2014,Queens
11374,357291.73,2014,Queens
11375,473910.88,2014,Queens
11377,630896.84,2014,Queens
11378,819499.29,2014,Queens
11379,637148.69,2014,Queens
11385,796659.94,2014,Queens
11411,416732.49,2014,Queens
11412,341277.7,2014,Queens
11413,422096.86,2014,Queens
11414,357828.8,2014,Queens
11415,372222.64,2014,Queens
11416,479945.22,2014,Queens
11417,429660.98,2014,Queens
11418,599493.09,2014,Queens
11419,446313.08,2014,Queens
11420,413592.17,2014,Queens
11421,425551.56,2014,Queens
11422,380388.2,2014,Queens
11423,557717.84,2014,Queens
11426,485097.77,2014,Queens
11427,416057.68,2014,Queens
11428,403059.35,2014,Queens
11429,379440.04,2014,Queens
11432,879619.6,2014,Queens
11433,450096.76,2014,Queens
11434,336512.48,2014,Queens
11435,406272.46,2014,Queens
11436,506419.09,2014,Queens
11691,680772.3,2014,Queens
11692,466646.84,2014,Queens
11693,375681.37,2014,Queens
11694,564659.85,2014,Queens
10301,472013.15,2014,StatenIsland
10302,438586.78,2014,StatenIsland
10303,504748.5,2014,StatenIsland
10304,432066.45,2014,StatenIsland
10305,443435.47,2014,StatenIsland
10306,422932.59,2014,StatenIsland
10307,748334.22,2014,StatenIsland
10308,424610.55,2014,StatenIsland
10309,590775.89,2014,StatenIsland
10310,399600.47,2014,StatenIsland
10312,471174.76,2014,StatenIsland
10314,419914.92,2014,StatenIsland
10451,1389293.83,2015,Bronx
10452,1605144.03,2015,Bronx
10453,2816117.7,2015,Bronx
10454,1436118.0,2015,Bronx
10455,1211390.8,2015,Bronx
10456,896286.86,2015,Bronx
10457,1465415.71,2015,Bronx
10458,1359547.51,2015,Bronx
10459,667980.24,2015,Bronx
10460,915421.81,2015,Bronx
10461,1760369.3,2015,Bronx
10462,454797.47,2015,Bronx
10463,828880.51,2015,Bronx
10464,509527.42,2015,Bronx
10465,593143.63,2015,Bronx
10466,602219.27,2015,Bronx
10467,1099413.05,2015,Bronx
10468,1488762.07,2015,Bronx
10469,429565.52,2015,Bronx
10470,410468.54,2015,Bronx
10471,921358.27,2015,Bronx
10472,791192.41,2015,Bronx
10473,804072.19,2015,Bronx
10474,1350635.66,2015,Bronx
10475,502991.35,2015,Bronx
10803,913888.5,2015,Bronx
11201,2176324.46,2015,Brooklyn
11203,661691.75,2015,Brooklyn
11204,983158.57,2015,Brooklyn
11205,1317458.26,2015,Brooklyn
11206,2365030.88,2015,Brooklyn
11207,648482.67,2015,Brooklyn
11208,605273.62,2015,Brooklyn
11209,745998.13,2015,Brooklyn
11210,972264.61,2015,Brooklyn
11211,2252292.09,2015,Brooklyn
11212,1186518.46,2015,Brooklyn
11213,1296898.61,2015,Brooklyn
11214,907268.4,2015,Brooklyn
11215,1713002.54,2015,Brooklyn
11216,1274883.57,2015,Brooklyn
11217,2414444.78,2015,Brooklyn
11218,1048310.67,2015,Brooklyn
11219,977962.54,2015,Brooklyn
11220,1100438.58,2015,Brooklyn
11221,905089.72,2015,Brooklyn
11222,2172132.68,2015,Brooklyn
11223,1059603.9,2015,Brooklyn
11224,1290789.91,2015,Brooklyn
11225,1741630.52,2015,Brooklyn
11226,2054053.55,2015,Brooklyn
11227,1200000.0,2015,Brooklyn
11228,897172.52,2015,Brooklyn
11229,657120.41,2015,Brooklyn
11230,936268.59,2015,Brooklyn
11231,2640294.62,2015,Brooklyn
11232,2198002.66,2015,Brooklyn
11233,890495.67,2015,Brooklyn
11234,594910.12,2015,Brooklyn
11235,637452.12,2015,Brooklyn
11236,531757.88,2015,Brooklyn
11237,1970985.0,2015,Brooklyn
11238,1758748.48,2015,Brooklyn
11239,296000.0,2015,Brooklyn
11249,2892054.98,2015,Brooklyn
10001,8861736.96,2015,Manhattan
10002,3559459.35,2015,Manhattan
10003,2670358.14,2015,Manhattan
10004,2222425.16,2015,Manhattan
10005,10588689.86,2015,Manhattan
10006,2838442.39,2015,Manhattan
10007,4593217.37,2015,Manhattan
10009,34970430.13,2015,Manhattan
10010,13571400.94,2015,Manhattan
10011,4312017.38,2015,Manhattan
10012,6911193.07,2015,Manhattan
10013,5569858.68,2015,Manhattan
10014,4209639.79,2015,Manhattan
10016,2817878.61,2015,Manhattan
10017,3825352.25,2015,Manhattan
10018,17564215.15,2015,Manhattan
10019,1672582.66,2015,Manhattan
10021,2789205.94,2015,Manhattan
10022,5863243.4,2015,Manhattan
10023,2683992.67,2015,Manhattan
10024,3628390.19,2015,Manhattan
10025,1913564.1,2015,Manhattan
10026,1571369.81,2015,Manhattan
10027,1925384.41,2015,Manhattan
10028,2609140.49,2015,Manhattan
10029,2947119.28,2015,Manhattan
10030,3086242.51,2015,Manhattan
10031,1903114.88,2015,Manhattan
10032,2533481.27,2015,Manhattan
10033,1847113.93,2015,Manhattan
10034,1292573.79,2015,Manhattan
10035,2018510.8,2015,Manhattan
10036,18627494.18,2015,Manhattan
10037,1762625.15,2015,Manhattan
10038,3503065.01,2015,Manhattan
10039,974043.47,2015,Manhattan
10040,1125609.48,2015,Manhattan
10044,489507.98,2015,Manhattan
10065,3494556.13,2015,Manhattan
10069,4848666.79,2015,Manhattan
10075,2529423.29,2015,Manhattan
10128,2086495.85,2015,Manhattan
10129,2870762.44,2015,Manhattan
10280,1243172.38,2015,Manhattan
10282,2984617.22,2015,Manhattan
10463,983980.0,2015,Manhattan
11001,534231.48,2015,Queens
11004,356419.64,2015,Queens
11005,614560.11,2015,Queens
11040,520433.1,2015,Queens
11101,4636539.09,2015,Queens
11102,1438109.38,2015,Queens
11103,1024530.32,2015,Queens
11104,1031521.34,2015,Queens
11105,1240702.16,2015,Queens
11106,1350048.37,2015,Queens
11109,755478.26,2015,Queens
11354,1945059.07,2015,Queens
11355,884770.68,2015,Queens
11356,677449.65,2015,Queens
11357,567586.02,2015,Queens
11358,918477.17,2015,Queens
11360,527939.88,2015,Queens
11361,722782.45,2015,Queens
11362,543138.56,2015,Queens
11363,731855.89,2015,Queens
11364,516766.19,2015,Queens
11365,678083.89,2015,Queens
11366,1371165.23,2015,Queens
11367,650504.41,2015,Queens
11368,720936.54,2015,Queens
11369,527469.62,2015,Queens
11370,711160.9,2015,Queens
11372,502940.65,2015,Queens
11373,661288.38,2015,Queens
11374,484631.45,2015,Queens
11375,608755.63,2015,Queens
11377,746429.25,2015,Queens
11378,730166.19,2015,Queens
11379,643659.99,2015,Queens
11385,951999.9,2015,Queens
11411,371216.52,2015,Queens
11412,378570.42,2015,Queens
11413,392679.87,2015,Queens
11414,408828.46,2015,Queens
11415,523952.16,2015,Queens
11416,498711.89,2015,Queens
11417,471141.51,2015,Queens
11418,606564.28,2015,Queens
11419,473461.36,2015,Queens
11420,439554.5,2015,Queens
11421,503696.93,2015,Queens
11422,417832.5,2015,Queens
11423,567430.29,2015,Queens
11426,418695.27,2015,Queens
11427,495876.59,2015,Queens
11428,505829.47,2015,Queens
11429,359603.18,2015,Queens
11432,665766.14,2015,Queens
11433,473288.36,2015,Queens
11434,508374.91,2015,Queens
11435,614959.39,2015,Queens
11436,362227.5,2015,Queens
11691,513636.1,2015,Queens
11692,510438.92,2015,Queens
11693,378235.41,2015,Queens
11694,611992.13,2015,Queens
10301,507607.21,2015,StatenIsland
10302,454837.54,2015,StatenIsland
10303,319714.58,2015,StatenIsland
10304,576481.43,2015,StatenIsland
10305,481115.57,2015,StatenIsland
10306,459237.74,2015,StatenIsland
10307,526895.2,2015,StatenIsland
10308,420559.23,2015,StatenIsland
10309,564545.45,2015,StatenIsland
10310,396898.19,2015,StatenIsland
10312,480645.68,2015,StatenIsland
10314,434631.34,2015,StatenIsland
10451,1197420.56,2016,Bronx
10452,2988505.43,2016,Bronx
10453,1391460.6,2016,Bronx
10454,1841854.59,2016,Bronx
10455,1219897.52,2016,Bronx
10456,1266347.69,2016,Bronx
10457,1263502.18,2016,Bronx
10458,1583426.73,2016,Bronx
10459,1521914.42,2016,Bronx
10460,787717.54,2016,Bronx
10461,807668.61,2016,Bronx
10462,312520.1,2016,Bronx
10463,641804.88,2016,Bronx
10464,466350.21,2016,Bronx
10465,451358.57,2016,Bronx
10466,485158.66,2016,Bronx
10467,915362.63,2016,Bronx
10468,2328858.03,2016,Bronx
10469,441565.42,2016,Bronx
10470,579384.81,2016,Bronx
10471,558322.08,2016,Bronx
10472,646300.44,2016,Bronx
10473,1141799.98,2016,Bronx
10474,2157946.45,2016,Bronx
10475,2129468.89,2016,Bronx
10803,1989000.0,2016,Bronx
11201,3453062.03,2016,Brooklyn
11203,625251.18,2016,Brooklyn
11204,1153550.45,2016,Brooklyn
11205,1743826.99,2016,Brooklyn
11206,2290240.93,2016,Brooklyn
11207,650019.34,2016,Brooklyn
11208,569292.1,2016,Brooklyn
11209,771950.81,2016,Brooklyn
11210,804096.45,2016,Brooklyn
11211,2701339.14,2016,Brooklyn
11212,843394.41,2016,Brooklyn
11213,1120224.04,2016,Brooklyn
11214,879834.34,2016,Brooklyn
11215,1678136.19,2016,Brooklyn
11216,1547772.41,2016,Brooklyn
11217,2157432.23,2016,Brooklyn
11218,1071745.88,2016,Brooklyn
11219,1199012.76,2016,Brooklyn
11220,1030054.36,2016,Brooklyn
11221,1136724.46,2016,Brooklyn
11222,2959437.35,2016,Brooklyn
11223,1096415.08,2016,Brooklyn
11224,868981.32,2016,Brooklyn
11225,1777147.67,2016,Brooklyn
11226,1384600.01,2016,Brooklyn
11228,987145.08,2016,Brooklyn
11229,699853.88,2016,Brooklyn
11230,1042503.62,2016,Brooklyn
11231,1910325.47,2016,Brooklyn
11232,1391701.3,2016,Brooklyn
11233,957796.63,2016,Brooklyn
11234,664923.61,2016,Brooklyn
11235,662817.34,2016,Brooklyn
11236,633227.04,2016,Brooklyn
11237,1548198.52,2016,Brooklyn
11238,1511085.34,2016,Brooklyn
11239,1379716.6,2016,Brooklyn
11249,2135854.31,2016,Brooklyn
10001,12407055.66,2016,Manhattan
10002,2972355.28,2016,Manhattan
10003,3279574.9,2016,Manhattan
10004,6719811.2,2016,Manhattan
10005,6077610.93,2016,Manhattan
10006,5219854.72,2016,Manhattan
10007,4237319.36,2016,Manhattan
10009,2707328.56,2016,Manhattan
10010,3916795.09,2016,Manhattan
10011,3703564.43,2016,Manhattan
10012,5836437.11,2016,Manhattan
10013,8793787.36,2016,Manhattan
10014,3395890.42,2016,Manhattan
10016,3052183.26,2016,Manhattan
10017,3017250.14,2016,Manhattan
10018,21813032.66,2016,Manhattan
10019,2718635.28,2016,Manhattan
10021,2291519.98,2016,Manhattan
10022,8020556.86,2016,Manhattan
10023,2241694.48,2016,Manhattan
10024,2880079.48,2016,Manhattan
10025,2126863.77,2016,Manhattan
10026,2132369.11,2016,Manhattan
10027,2771050.73,2016,Manhattan
10028,2706392.22,2016,Manhattan
10029,2531122.46,2016,Manhattan
10030,2184054.01,2016,Manhattan
10031,2205231.38,2016,Manhattan
10032,3331104.13,2016,Manhattan
10033,2304702.56,2016,Manhattan
10034,1871275.64,2016,Manhattan
10035,4271875.98,2016,Manhattan
10036,3603478.17,2016,Manhattan
10037,10476007.93,2016,Manhattan
10038,4820186.9,2016,Manhattan
10039,1181020.52,2016,Manhattan
10040,2024777.88,2016,Manhattan
10044,1758404.38,2016,Manhattan
10065,3004736.03,2016,Manhattan
10069,3015943.21,2016,Manhattan
10075,2339660.85,2016,Manhattan
10112,77782550.0,2016,Manhattan
10128,2328841.71,2016,Manhattan
10129,11468825.5,2016,Manhattan
10280,1096106.85,2016,Manhattan
10282,3586746.88,2016,Manhattan
10463,959177.43,2016,Manhattan
11001,546969.44,2016,Queens
11004,419641.21,2016,Queens
11005,613232.71,2016,Queens
11040,472783.33,2016,Queens
11101,5346169.75,2016,Queens
11102,1378919.06,2016,Queens
11103,1619346.65,2016,Queens
11104,1403041.56,2016,Queens
11105,1879708.87,2016,Queens
11106,862455.23,2016,Queens
11109,912156.12,2016,Queens
11354,1279295.31,2016,Queens
11355,884713.14,2016,Queens
11356,797000.54,2016,Queens
11357,639871.07,2016,Queens
11358,949444.56,2016,Queens
11360,548495.74,2016,Queens
11361,723773.4,2016,Queens
11362,570141.72,2016,Queens
11363,782892.76,2016,Queens
11364,527827.46,2016,Queens
11365,726133.08,2016,Queens
11366,959609.09,2016,Queens
11367,423849.84,2016,Queens
11368,906872.2,2016,Queens
11369,684239.34,2016,Queens
11370,611132.24,2016,Queens
11372,809539.95,2016,Queens
11373,1125169.6,2016,Queens
11374,832760.41,2016,Queens
11375,565114.36,2016,Queens
11377,813729.32,2016,Queens
11378,880215.12,2016,Queens
11379,673754.33,2016,Queens
11385,1011955.72,2016,Queens
11411,386850.54,2016,Queens
11412,437060.44,2016,Queens
11413,467465.58,2016,Queens
11414,460076.37,2016,Queens
11415,553058.6,2016,Queens
11416,501603.18,2016,Queens
11417,515038.25,2016,Queens
11418,579313.17,2016,Queens
11419,523741.6,2016,Queens
11420,457223.11,2016,Queens
11421,550758.7,2016,Queens
11422,424169.6,2016,Queens
11423,519341.2,2016,Queens
11426,490857.2,2016,Queens
11427,499158.48,2016,Queens
11428,466917.6,2016,Queens
11429,429124.38,2016,Queens
11430,7800000.0,2016,Queens
11432,790150.19,2016,Queens
11433,383781.23,2016,Queens
11434,418546.19,2016,Queens
11435,436572.17,2016,Queens
11436,379274.27,2016,Queens
11691,540900.27,2016,Queens
11692,475395.92,2016,Queens
11693,456637.22,2016,Queens
11694,606629.27,2016,Queens
10301,443703.79,2016,StatenIsland
10302,390606.05,2016,StatenIsland
10303,400008.85,2016,StatenIsland
10304,621660.28,2016,StatenIsland
10305,456494.9,2016,StatenIsland
10306,435467.54,2016,StatenIsland
10307,603554.11,2016,StatenIsland
10308,461127.04,2016,StatenIsland
10309,680279.6,2016,StatenIsland
10310,462141.9,2016,StatenIsland
10312,513338.11,2016,StatenIsland
10314,533427.37,2016,StatenIsland
10451,3029826.4,2017,Bronx
10452,2462800.71,2017,Bronx
10453,1890974.77,2017,Bronx
10454,1618387.97,2017,Bronx
10455,1911200.13,2017,Bronx
10456,1281739.17,2017,Bronx
10457,1218941.64,2017,Bronx
10458,1441665.5,2017,Bronx
10459,614352.62,2017,Bronx
10460,1030370.74,2017,Bronx
10461,524589.35,2017,Bronx
10462,395038.4,2017,Bronx
10463,720045.45,2017,Bronx
10464,572972.28,2017,Bronx
10465,716776.75,2017,Bronx
10466,498541.44,2017,Bronx
10467,622896.27,2017,Bronx
10468,1001411.96,2017,Bronx
10469,470606.99,2017,Bronx
10470,510342.94,2017,Bronx
10471,630449.65,2017,Bronx
10472,728375.23,2017,Bronx
10473,868805.12,2017,Bronx
10474,2078210.45,2017,Bronx
10475,1063520.96,2017,Bronx
11201,3065826.85,2017,Brooklyn
11203,676000.39,2017,Brooklyn
11204,1183781.75,2017,Brooklyn
11205,1170933.1,2017,Brooklyn
11206,1691692.24,2017,Brooklyn
11207,694581.91,2017,Brooklyn
11208,605650.65,2017,Brooklyn
11209,835204.85,2017,Brooklyn
11210,892556.2,2017,Brooklyn
11211,1656244.08,2017,Brooklyn
11212,907817.23,2017,Brooklyn
11213,1066518.72,2017,Brooklyn
11214,920584.2,2017,Brooklyn
11215,1685919.5,2017,Brooklyn
11216,1356693.06,2017,Brooklyn
11217,2027148.49,2017,Brooklyn
11218,1110543.73,2017,Brooklyn
11219,1226804.25,2017,Brooklyn
11220,1305860.36,2017,Brooklyn
11221,1128095.51,2017,Brooklyn
11222,1495638.74,2017,Brooklyn
11223,1189761.6,2017,Brooklyn
11224,669039.37,2017,Brooklyn
11225,1545207.34,2017,Brooklyn
11226,1074369.66,2017,Brooklyn
11228,1065853.7,2017,Brooklyn
11229,691397.44,2017,Brooklyn
11230,1096604.67,2017,Brooklyn
11231,2326091.61,2017,Brooklyn
11232,1843286.85,2017,Brooklyn
11233,933396.49,2017,Brooklyn
11234,604146.75,2017,Brooklyn
11235,738482.23,2017,Brooklyn
11236,618159.26,2017,Brooklyn
11237,1708437.92,2017,Brooklyn
11238,1268787.36,2017,Brooklyn
11239,464696.06,2017,Brooklyn
11241,171000000.0,2017,Brooklyn
11249,2229224.22,2017,Brooklyn
10001,3497068.8,2017,Manhattan
10002,3168766.93,2017,Manhattan
10003,2457888.78,2017,Manhattan
10004,10994938.86,2017,Manhattan
10005,7750614.97,2017,Manhattan
10006,2983459.3,2017,Manhattan
10007,5679207.56,2017,Manhattan
10009,2014334.73,2017,Manhattan
10010,3606797.2,2017,Manhattan
10011,4005680.94,2017,Manhattan
10012,3928573.59,2017,Manhattan
10013,6336065.91,2017,Manhattan
10014,4750759.27,2017,Manhattan
10016,2106101.79,2017,Manhattan
10017,3569001.62,2017,Manhattan
10018,21432618.88,2017,Manhattan
10019,3081183.71,2017,Manhattan
10021,2403920.23,2017,Manhattan
10022,3213524.19,2017,Manhattan
10023,2449931.66,2017,Manhattan
10024,2430414.88,2017,Manhattan
10025,2134240.4,2017,Manhattan
10026,1891659.65,2017,Manhattan
10027,1799286.79,2017,Manhattan
10028,2860896.63,2017,Manhattan
10029,1872882.69,2017,Manhattan
10030,1827246.01,2017,Manhattan
10031,1798639.41,2017,Manhattan
10032,1570320.47,2017,Manhattan
10033,2818160.25,2017,Manhattan
10034,1414009.38,2017,Manhattan
10035,2319225.38,2017,Manhattan
10036,3488649.33,2017,Manhattan
10037,717192.85,2017,Manhattan
10038,1963352.62,2017,Manhattan
10039,1632267.52,2017,Manhattan
10040,1133160.96,2017,Manhattan
10044,923953.18,2017,Manhattan
10065,2670389.39,2017,Manhattan
10069,3252879.26,2017,Manhattan
10075,2098075.9,2017,Manhattan
10128,2070604.37,2017,Manhattan
10167,2210000000.0,2017,Manhattan
10280,1042284.97,2017,Manhattan
10282,2620804.09,2017,Manhattan
10463,16065895.0,2017,Manhattan
11001,622498.93,2017,Queens
11004,458951.43,2017,Queens
11005,549715.36,2017,Queens
11040,461706.9,2017,Queens
11101,2032442.54,2017,Queens
11102,1410245.53,2017,Queens
11103,1266159.39,2017,Queens
11104,861686.54,2017,Queens
11105,2083807.13,2017,Queens
11106,1043690.72,2017,Queens
11109,767016.67,2017,Queens
11354,1115258.78,2017,Queens
11355,994684.42,2017,Queens
11356,846655.58,2017,Queens
11357,722488.68,2017,Queens
11358,960654.31,2017,Queens
11360,694125.81,2017,Queens
11361,872828.63,2017,Queens
11362,604144.93,2017,Queens
11363,876860.2,2017,Queens
11364,540059.65,2017,Queens
11365,766662.48,2017,Queens
11366,795811.64,2017,Queens
11367,469619.9,2017,Queens
11368,736475.93,2017,Queens
11369,961464.84,2017,Queens
11370,738443.11,2017,Queens
11372,595962.97,2017,Queens
11373,784187.82,2017,Queens
11374,812234.13,2017,Queens
11375,545584.34,2017,Queens
11377,803957.59,2017,Queens
11378,1274446.25,2017,Queens
11379,757639.81,2017,Queens
11385,838556.1,2017,Queens
11411,404049.11,2017,Queens
11412,414185.77,2017,Queens
11413,655803.7,2017,Queens
11414,418873.13,2017,Queens
11415,484772.24,2017,Queens
11416,716761.87,2017,Queens
11417,655828.52,2017,Queens
11418,710121.7,2017,Queens
11419,536671.37,2017,Queens
11420,509905.02,2017,Queens
11421,549789.96,2017,Queens
11422,459172.51,2017,Queens
11423,1064044.36,2017,Queens
11426,505059.79,2017,Queens
11427,495643.79,2017,Queens
11428,475814.3,2017,Queens
11429,446266.79,2017,Queens
11432,775770.75,2017,Queens
11433,463038.75,2017,Queens
11434,468233.13,2017,Queens
11435,460852.64,2017,Queens
11436,623226.75,2017,Queens
11691,1054177.56,2017,Queens
11692,463562.69,2017,Queens
11693,429838.62,2017,Queens
11694,690453.17,2017,Queens
11697,471785.71,2017,Queens
10301,511004.16,2017,StatenIsland
10302,432969.9,2017,StatenIsland
10303,373327.8,2017,StatenIsland
10304,534952.41,2017,StatenIsland
10305,514324.35,2017,StatenIsland
10306,487189.35,2017,StatenIsland
10307,698852.55,2017,StatenIsland
10308,533904.87,2017,StatenIsland
10309,624747.23,2017,StatenIsland
10310,457052.49,2017,StatenIsland
10312,533484.17,2017,StatenIsland
10314,625965.53,2017,StatenIsland
